,match_api_id,num_top_players_home,num_top_players_away,num_bottom_players_home,num_bottom_players_away,home_team_api_id,away_team_api_id,season,date,result_label,away_Attacker_rating,home_Attacker_rating,away_Defender_rating,home_Defender_rating,away_Goalkeeper_rating,home_Goalkeeper_rating,away_Midfielder_rating,home_Midfielder_rating,HEAD_2_HEAD_HOME_TEAM_WINS,HEAD_2_HEAD_HOME_TEAM_LOSS,HEAD_2_HEAD_DRAW,HOME_WIN_RATE,HOME_WIN_RATE_THIS_SEASON,AWAY_WIN_RATE,AWAY_WIN_RATE_THIS_SEASON,AWAY_WIN_RATE_AT_THIS_GROUND,HOME_TEAM_FORM_GUIDE,AWAY_TEAM_FORM_GUIDE
34,665541,0,0,0,0,9991,9993,2009/2010,11/1/09,AWAY_WIN,62.5,69.5,65.0,67.66666667,64.0,71.0,68.33333333,67.6,0.177777777667,0.577777777667,0.244444444333,0.833333333,1.0,0.25,0.25,0.722222222333,LDWLW,LWLWW
35,665543,0,0,0,0,8571,8203,2009/2010,10/31/09,HOME_WIN,65.5,64.0,57.66666667,63.33333333,70.0,64.0,64.4,64.2,0.6722222224,0.0,0.3277777776,0.333333333,0.333333333,0.333333333,0.4,0.0,DLLWW,LWWLL
36,665548,0,0,0,0,9985,8342,2009/2010,11/8/09,HOME_WIN,69.0,77.0,67.6,66.2,73.0,70.0,68.25,72.25,1.0,0.0,0.0,0.5,0.333333333,0.5,0.666666667,0.0,DLWDW,WWWWD
37,665554,0,0,0,0,9984,10001,2009/2010,11/7/09,HOME_WIN,64.0,65.0,65.0,64.0,67.0,62.0,62.75,66.8,1.0,0.0,0.0,0.222222222,0.166666667,0.0,0.0,0.0,DDWDL,WLLLL
38,665556,0,0,0,0,9994,8571,2009/2010,11/7/09,DRAW,64.0,67.66666667,63.33333333,0.0,64.0,61.0,64.2,66.14285714,0.177777777667,0.355555555333,0.466666666667,0.0,0.0,0.2,0.2,0.388888889,LDLLL,WDLLW
39,665570,0,0,0,0,8635,9999,2009/2010,11/21/09,HOME_WIN,62.5,73.5,60.0,68.6,64.0,71.0,61.33333333,73.66666667,1.0,0.0,0.0,0.777777778,0.666666667,0.0,0.0,0.0,WWLWD,WDDDD
40,665574,0,0,0,0,10000,8203,2009/2010,11/22/09,HOME_WIN,65.5,64.0,59.33333333,60.66666667,70.0,67.0,63.8,67.2,0.3538095238,0.4038095238,0.2423809524,0.166666667,0.25,0.285714286,0.333333333,0.2966666666,DWLLW,LLWWL
41,665575,0,0,0,0,9991,9985,2009/2010,11/21/09,HOME_WIN,71.5,69.0,66.75,66.66666667,70.0,71.0,74.5,68.25,0.0,1.0,0.0,0.714285714,0.75,0.428571429,0.4,1.0,LLDWL,WDLWD
42,665586,0,0,0,0,8635,8571,2009/2010,11/27/09,HOME_WIN,66.0,72.66666667,63.66666667,70.6,67.0,71.0,65.0,72.5,1.0,0.0,0.0,0.8,0.714285714,0.166666667,0.166666667,0.0,WWWLW,DWDLL
43,665591,0,0,0,0,9991,9984,2009/2010,11/28/09,HOME_WIN,0.0,70.0,64.0,68.0,62.0,71.0,65.33333333,69.5,1.0,0.0,0.0,0.75,0.8,0.0,0.0,0.0,WLLDW,WDDWD
44,665596,0,0,0,0,9993,9999,2009/2010,11/28/09,HOME_WIN,66.0,67.5,61.5,65.6,64.0,66.0,63.0,69.0,0.33,0.33,0.33,0.6,0.6,0.0,0.0,0.0204081632857,WLWLW,LLLLL
45,665598,0,0,0,0,9985,9993,2009/2010,12/5/09,DRAW,67.5,69.0,65.6,70.66666667,66.0,71.0,69.0,74.0,0.0,0.0,1.0,0.6,0.5,0.4,0.4,0.0,LWDLW,WWLWL
46,665603,0,0,0,0,9984,8635,2009/2010,12/6/09,AWAY_WIN,72.0,64.0,70.6,63.75,71.0,64.0,74.0,66.8,0.0,1.0,0.0,0.3,0.285714286,0.666666667,0.75,0.58333333325,LWDDW,WWWWL
47,665604,0,0,0,0,9994,8342,2009/2010,12/6/09,AWAY_WIN,70.0,68.0,69.4,66.0,72.0,61.0,70.5,65.57142857,0.0,1.0,0.0,0.0,0.0,0.428571429,0.5,0.72916666675,DLDLL,LWWWW
48,665619,0,0,0,0,10000,9984,2009/2010,12/13/09,HOME_WIN,0.0,67.0,64.4,61.0,64.0,67.0,65.8,68.0,0.0,0.0,1.0,0.285714286,0.4,0.0,0.0,0.0,WDWLL,LLWDD
49,665626,0,0,0,0,8635,8342,2009/2010,2/3/10,HOME_WIN,70.0,73.0,69.6,70.6,72.0,71.0,70.25,74.0,0.5,0.5,0.0,0.833333333,0.777777778,0.5,0.571428571,0.0,WWWDW,LWWWL
50,665632,0,0,0,0,9994,9991,2009/2010,12/19/09,AWAY_WIN,69.0,68.0,68.0,66.0,71.0,61.0,69.5,65.57142857,0.0,1.0,0.0,0.0,0.0,0.333333333,0.2,0.4566666666,LDLDL,WWLLD
51,665633,0,0,0,0,8571,10001,2009/2010,12/19/09,DRAW,64.0,65.5,63.0,64.0,67.0,67.0,62.75,65.33333333,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.277777777667,LDWDL,LWLLL
52,665634,0,0,0,0,8203,9993,2009/2010,2/2/10,HOME_WIN,67.5,65.66666667,65.5,60.5,66.0,62.0,69.0,65.33333333,1.0,0.0,0.0,0.666666667,0.5,0.25,0.25,0.0,DLLLW,LLLLD
53,665326,0,0,0,0,8342,9994,2009/2010,8/9/09,HOME_WIN,68.5,70.0,64.0,67.66666667,73.0,73.0,66.71428571,69.0,0.75,0.23,0.02,0.680526011519,0.616326530571,0.199340678096,0.0,0.09,WDWDL,LLLDL
54,665327,0,0,0,0,8635,9984,2009/2010,8/8/09,HOME_WIN,67.5,71.5,64.33333333,71.0,62.0,71.0,66.2,74.5,0.68273809525,0.31726190475,0.0,1.0,0.746055796083,0.0,0.033482142875,0.0,DWWWW,LLLWD
55,665329,0,0,0,0,10000,9987,2009/2010,8/8/09,DRAW,65.5,64.0,65.25,63.66666667,64.0,67.0,65.0,67.4,0.0833333334,0.5533333334,0.3633333332,0.0,0.277678571375,0.333333333,0.0,0.2566666666,LLWLD,WLDDD
56,665330,0,0,0,0,9991,8203,2009/2010,8/9/09,HOME_WIN,67.0,70.0,60.33333333,67.0,61.0,71.0,64.5,68.16666667,0.7187301588,0.1015873016,0.1796825396,0.666666667,0.840327380875,0.0,0.294047619,0.09,LLDWL,LLWWL
57,665332,0,0,0,0,10001,8571,2009/2010,8/8/09,DRAW,67.0,63.0,63.0,63.0,64.0,67.0,63.125,63.25,0.4154761905,0.03571428575,0.548809524,1.0,0.0625,0.16296774768,0.147663139333,0.0,LWDLW,DLDWD
58,665333,0,0,0,0,9993,9985,2009/2010,8/7/09,DRAW,69.33333333,69.0,69.33333333,64.75,70.0,64.0,75.5,69.6,0.0,0.333333333333,0.666666666667,0.37149435034,0.401763668333,0.5,0.2524603174,0.277777777667,WWLWL,LWDLW
59,665639,0,0,0,0,8342,9984,2009/2010,12/26/09,HOME_WIN,64.0,70.0,64.75,69.5,64.0,72.0,65.6,70.8,1.0,0.0,0.0,0.666666667,0.666666667,0.0,0.0,0.27083333325,WLWWW,LLLWD
60,665641,0,0,0,0,9985,9994,2009/2010,12/26/09,HOME_WIN,68.0,72.33333333,64.66666667,67.6,61.0,71.0,66.2,71.5,1.0,0.0,0.0,0.5,0.4,0.0,0.0,0.09,DLWDL,LLDLD
61,665647,0,0,0,0,9991,8635,2009/2010,12/27/09,DRAW,73.0,68.66666667,70.6,68.0,71.0,71.0,74.0,69.4,0.0,0.0,1.0,0.777777778,0.833333333,0.714285714,0.8,0.41666666675,WWWLL,WWWWW
62,665653,0,0,0,0,8635,10000,2009/2010,12/30/09,HOME_WIN,67.0,72.66666667,64.0,70.6,67.0,71.0,68.0,74.0,1.0,0.0,0.0,0.818181818,0.75,0.142857143,0.2,0.0,DWWWW,WWDWL
63,665655,0,0,0,0,9984,9985,2009/2010,12/29/09,HOME_WIN,72.5,64.0,68.0,64.5,71.0,64.0,71.5,65.6,0.0,0.0,1.0,0.272727273,0.25,0.375,0.333333333,0.20833333325,LLLLW,WDLWD
64,665657,0,0,0,0,9994,9993,2009/2010,12/30/09,HOME_WIN,67.5,67.0,65.16666667,65.0,66.0,61.0,68.5,65.83333333,0.0,1.0,0.0,0.0,0.0,0.333333333,0.333333333,0.0,LLLDL,DWWLW
65,665659,0,0,0,0,8571,8342,2009/2010,12/30/09,AWAY_WIN,70.0,66.0,69.4,63.66666667,72.0,67.0,70.25,64.5,0.0,0.0,1.0,0.4,0.4,0.5,0.6,0.4566666666,DLDWD,WWLWW
66,665666,0,0,0,0,9985,8635,2009/2010,1/17/10,AWAY_WIN,73.0,74.5,70.6,69.5,71.0,71.0,74.0,72.25,0.0,0.0,1.0,0.571428571,0.5,0.625,0.666666667,0.6133333334,LWDLW,WDWWW
67,665672,0,0,0,0,9993,9984,2009/2010,1/17/10,AWAY_WIN,64.0,67.5,64.66666667,65.6,64.0,66.0,65.2,69.0,1.0,0.0,0.0,0.666666667,0.666666667,0.0,0.0,0.611111111,LDWWL,WLLLL
68,665674,0,0,0,0,9987,8342,2009/2010,1/24/10,HOME_WIN,70.0,66.33333333,69.33333333,63.75,72.0,67.0,70.33333333,65.66666667,0.0,0.0,1.0,0.0,0.0,0.555555556,0.666666667,0.0,LDDDD,WWWLW
69,665675,0,0,0,0,10000,9997,2009/2010,1/23/10,HOME_WIN,63.0,65.5,62.5,64.0,67.0,67.0,63.6,68.0,0.688888889,0.244444444333,0.0666666666667,0.375,0.5,0.181243757833,0.25,0.277777777667,LWWDW,LDWLL
70,665679,0,0,0,0,9994,9999,2009/2010,1/23/10,AWAY_WIN,64.66666667,65.5,60.66666667,65.0,64.0,61.0,62.25,65.83333333,0.33,0.33,0.33,0.142857143,0.142857143,0.0,0.0,0.0204081632857,WLLLD,DLDDD
71,665680,0,0,0,0,8571,9993,2009/2010,1/23/10,HOME_WIN,67.5,65.5,65.2,63.5,66.0,67.0,69.0,64.33333333,0.0,1.0,0.0,0.333333333,0.333333333,0.285714286,0.285714286,0.0,LDLDW,LLDWW
72,665681,0,0,0,0,8203,9985,2009/2010,1/24/10,DRAW,74.5,65.66666667,70.0,60.33333333,71.0,62.0,72.0,63.75,0.0,1.0,0.0,0.8,0.666666667,0.333333333,0.285714286,0.2466666666,LLLWW,LLWDL
73,665686,0,0,0,0,9985,8571,2009/2010,1/31/10,HOME_WIN,65.5,70.0,63.5,72.5,67.0,71.0,63.83333333,73.16666667,1.0,0.0,0.0,0.5,0.428571429,0.142857143,0.142857143,0.0625,DLLWD,WLDLD
74,665687,0,0,0,0,9997,10001,2009/2010,2/3/10,AWAY_WIN,65.0,63.0,65.5,62.5,67.0,67.0,63.2,63.6,0.1,0.9,0.0,0.240291201122,0.0,0.0,0.0,1.0,LDWLL,DLWLL
75,665689,0,0,0,0,9991,10000,2009/2010,1/31/10,AWAY_WIN,67.0,70.0,64.0,66.66666667,67.0,71.0,68.0,68.8,1.0,0.0,0.0,0.7,0.714285714,0.125,0.166666667,0.0,DWWWL,WLWWD
76,665695,0,0,0,0,9993,8635,2009/2010,1/29/10,AWAY_WIN,73.0,67.66666667,70.75,65.6,71.0,66.0,72.25,69.0,0.0,1.0,0.0,0.571428571,0.571428571,0.666666667,0.714285714,0.888888889,LLLDW,WWDWW
77,665698,0,0,0,0,8635,9997,2009/2010,2/6/10,AWAY_WIN,63.0,75.0,61.75,70.25,67.0,71.0,63.6,72.0,0.588888889,0.344444444333,0.0666666666667,0.846153846,0.8,0.0,0.0,0.611111111,WWWWD,LDWLL
78,665699,0,0,0,0,9987,9985,2009/2010,2/7/10,HOME_WIN,77.0,68.33333333,70.6,65.5,71.0,67.0,74.5,65.66666667,0.763174603,0.0952380952,0.1415873016,0.2,0.25,0.3,0.25,0.13,WLDDD,WDLLW
79,665700,0,0,0,0,10000,8342,2009/2010,2/7/10,DRAW,70.0,65.5,69.16666667,64.0,72.0,67.0,71.0,66.8,0.0,1.0,0.0,0.444444444,0.571428571,0.454545455,0.5,0.3466666666,WWLWW,LLWWW
80,665702,0,0,0,0,9984,9999,2009/2010,2/6/10,HOME_WIN,64.66666667,62.0,60.66666667,64.75,64.0,64.0,62.25,64.4,0.33,0.33,0.33,0.333333333,0.333333333,0.142857143,0.25,0.0204081632857,WWLLL,DWDLD
81,665704,0,0,0,0,9994,8203,2009/2010,2/6/10,HOME_WIN,66.0,65.0,60.33333333,66.0,62.0,73.0,64.16666667,66.42857143,0.0,1.0,0.0,0.125,0.125,0.25,0.285714286,0.0,LWLLL,WDLLL
82,665712,0,0,0,0,9985,10001,2009/2010,2/14/10,HOME_WIN,65.0,72.0,64.66666667,70.33333333,67.0,71.0,63.2,72.33333333,0.0,1.0,0.0,0.555555556,0.5,0.166666667,0.2,0.0,LWDLL,WDLWL
83,665719,0,0,0,0,9984,9994,2009/2010,3/6/10,HOME_WIN,65.0,64.0,64.0,64.75,73.0,64.0,66.16666667,66.6,0.0,0.0,1.0,0.428571429,0.454545455,0.0,0.0,0.0625,WLWWW,LWLWL
84,665721,0,0,0,0,9991,8342,2009/2010,2/14/10,DRAW,69.0,69.0,69.66666667,68.0,72.0,71.0,68.0,68.8,0.0,1.0,0.0,0.636363636,0.625,0.416666667,0.444444444,0.4133333334,LDWWW,DLLWW
85,665727,0,0,0,0,9993,10000,2009/2010,3/7/10,DRAW,67.0,69.0,64.0,64.85714286,67.0,66.0,65.85714286,70.0,0.0,1.0,0.0,0.5,0.5,0.222222222,0.285714286,0.0,LLLLL,DWWLW
86,665728,0,0,0,0,8342,9985,2009/2010,2/21/10,HOME_WIN,74.5,69.0,65.66666667,69.6,71.0,72.0,74.2,70.0,0.0,1.0,0.0,0.714285714,0.714285714,0.272727273,0.222222222,0.0,DDLLW,WLWDL
87,665729,0,0,0,0,8635,8203,2009/2010,2/21/10,HOME_WIN,66.5,72.0,60.66666667,70.25,62.0,71.0,64.8,72.8,0.5,0.5,0.0,0.785714286,0.727272727,0.222222222,0.25,0.0,LWWWW,LWDLL
88,665730,0,0,0,0,9987,9994,2009/2010,2/19/10,HOME_WIN,65.0,68.33333333,66.0,65.5,73.0,67.0,66.42857143,65.66666667,0.6666666668,0.1083333334,0.225,0.333333333,0.4,0.0,0.0,0.1566666666,WWLDD,WLWLL
89,665733,0,0,0,0,8571,9984,2009/2010,2/20/10,HOME_WIN,62.0,65.5,64.75,64.0,64.0,60.5,66.2,65.2,0.0,0.0,1.0,0.428571429,0.428571429,0.125,0.142857143,0.0,LWLDL,WWWLL
90,665737,0,0,0,0,9997,8342,2009/2010,2/28/10,DRAW,70.0,63.0,69.6,61.75,72.0,67.0,70.0,63.6,0.177777777667,0.411111111,0.411111111,0.0,0.0,0.384615385,0.4,0.0,WLLWL,WDDLL
91,665739,0,0,0,0,9984,9987,2009/2010,2/27/10,HOME_WIN,68.0,64.0,65.5,64.75,57.0,64.0,65.66666667,65.8,0.0,1.0,0.0,0.384615385,0.4,0.2,0.0,1.0,LWWWL,WWWLD
92,665741,0,0,0,0,8203,8571,2009/2010,2/27/10,DRAW,65.5,66.5,63.66666667,60.66666667,67.0,62.0,65.2,64.8,0.0,1.0,0.0,0.714285714,0.6,0.125,0.125,0.20833333325,LLWDL,WLWLD
93,665745,0,0,0,0,8635,9987,2009/2010,3/14/10,HOME_WIN,68.66666667,73.0,63.75,70.5,67.0,72.0,67.0,73.25,1.0,0.0,0.0,0.8,0.75,0.166666667,0.0,0.0,WLWWW,LWWWL
94,665749,0,0,0,0,10000,9985,2009/2010,3/14/10,DRAW,74.0,67.0,69.5,64.0,71.0,67.0,72.0,67.83333333,0.0,0.0,1.0,0.4,0.5,0.25,0.2,0.0,DDWWL,LWLWD
95,665753,0,0,0,0,8571,9994,2009/2010,3/14/10,HOME_WIN,64.5,65.5,64.5,63.66666667,73.0,67.0,66.33333333,65.2,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.2866666666,DWLWL,LLWLW
96,665757,0,0,0,0,10001,9984,2009/2010,3/14/10,HOME_WIN,64.0,59.5,64.75,64.66666667,64.0,67.0,66.6,63.6,0.0,1.0,0.0,0.4,0.25,0.111111111,0.125,0.111111111,LWDLW,WWLWW
97,665334,0,0,0,0,8635,10001,2009/2010,8/15/09,HOME_WIN,62.0,73.0,63.25,71.0,67.0,71.0,63.25,72.8,0.79166666675,0.13541666675,0.07291666675,1.0,1.0,0.0,0.04,0.0,DWWWW,LWDLW
98,665335,0,0,0,0,9987,9991,2009/2010,8/15/09,DRAW,69.0,65.5,67.0,64.25,71.0,64.0,68.6,66.75,0.2688888888,0.3466666666,0.3844444444,0.0,0.191666666667,1.0,1.0,0.2566666666,WLDDD,LLDWL
99,665337,0,0,0,0,9984,10000,2009/2010,8/15/09,DRAW,64.0,67.5,63.33333333,64.33333333,67.0,62.0,67.4,66.0,0.09126984125,0.5984126985,0.31031746025,0.25,0.0,0.0,0.0,0.33333333325,LLLWD,LLWLD
100,665340,0,0,0,0,8203,8342,2009/2010,8/15/09,HOME_WIN,68.0,65.5,67.2,60.33333333,73.0,61.0,68.25,64.2,0.6190476192,0.2638095238,0.1171428572,1.0,0.711111111167,0.333333333,0.473894792091,0.4133333334,LLWWL,WDWDL
101,665763,0,0,0,0,9987,8571,2009/2010,3/21/10,DRAW,65.5,63.66666667,63.66666667,65.66666667,67.0,67.0,65.2,65.5,0.21,0.3433333332,0.4466666666,0.428571429,0.5,0.111111111,0.111111111,0.0,LLWWW,WDWLW
102,665767,0,0,0,0,9984,9997,2009/2010,3/21/10,HOME_WIN,63.0,64.5,64.25,65.0,58.0,64.0,64.6,67.5,1.0,0.0,0.0,0.466666667,0.5,0.5,0.5,0.0,LWWLW,LDWLL
103,665771,0,0,0,0,8203,10000,2009/2010,3/21/10,HOME_WIN,67.0,66.5,63.33333333,61.33333333,67.0,62.0,66.4,65.8,0.0,1.0,0.0,0.625,0.5,0.2,0.25,0.0,DLLWD,DDDWW
104,665775,0,0,0,0,9993,8342,2009/2010,3/21/10,AWAY_WIN,68.5,66.5,69.75,65.0,72.0,66.0,69.25,68.0,0.166666666667,0.777777778,0.0555555556667,0.444444444,0.444444444,0.357142857,0.363636364,0.611111111,DLLLL,DWDDL
105,665342,0,0,0,0,8342,8571,2009/2010,8/23/09,DRAW,66.0,68.0,63.0,67.25,64.0,73.0,63.66666667,67.33333333,0.3873809524,0.3138095238,0.2988095238,1.0,1.0,0.0,0.0,0.0,WDWDL,DLDWD
